Id,Tag
8952,move and rename class                             
8953,move class                                        
8954,rename method                                     
8955,move method                                       
8956,extract method                                    
8957,inline method                                     
8958,rename class                                      
8959,rename method                                     
8960,rename method                                     
8961,rename method                                     
8962,extract method                                    
8963,rename class                                      
8964,rename method                                     
8965,pull up method                                    
8966,move method                                       
8967,extract method                                    
8968,inline method                                     
8969,move attribute                                    
8970,rename class                                      
8971,extract method                                    
8972,extract method                                    
8973,extract method                                    
8974,pull up method                                    
8975,move method                                       
8976,move attribute                                    
8977,rename method                                     
8978,move method                                       
8979,extract method                                    
8980,inline method                                     
8981,rename class                                      
8982,rename method                                     
8983,pull up method                                    
8984,move method                                       
8985,move attribute                                    
8986,extract method                                    
8987,rename method                                     
8988,rename method                                     
8989,pull up method                                    
8990,extract method                                    
8991,pull up attribute                                 
8992,rename method                                     
8993,rename method                                     
8994,extract method                                    
8995,rename class                                      
8996,rename method                                     
8997,rename method                                     
8998,extract interface                                 
8999,push down attribute                               
9000,move class                                        
9001,move and rename class                             
9002,rename class                                      
9003,rename method                                     
9004,extract method                                    
9005,inline method                                     
9006,extract method                                    
9007,move class                                        
9008,rename method                                     
9009,rename class                                      
9010,rename method                                     
9011,move method                                       
9012,move attribute                                    
9013,rename method                                     
9014,move method                                       
9015,extract method                                    
9016,inline method                                     
9017,move attribute                                    
9018,rename method                                     
9019,extract method                                    
9020,pull up method                                    
9021,move method                                       
9022,move attribute                                    
9023,move method                                       
9024,extract method                                    
9025,move class                                        
9026,move method                                       
9027,rename class                                      
9028,rename method                                     
9029,push down method                                  
9030,move method                                       
9031,extract method                                    
9032,move attribute                                    
9033,rename class                                      
9034,extract method                                    
9035,extract method                                    
9036,move class                                        
9037,rename method                                     
9038,push down method                                  
9039,move method                                       
9040,extract method                                    
9041,push down attribute                               
9042,move attribute                                    
9043,rename method                                     
9044,pull up method                                    
9045,extract method                                    
9046,rename method                                     
9047,extract method                                    
9048,extract method                                    
9049,move class                                        
9050,rename method                                     
9051,move method                                       
9052,extract method                                    
9053,move attribute                                    
9054,extract method                                    
9055,extract method                                    
9056,push down method                                  
9057,push down attribute                               
9058,move method                                       
9059,extract method                                    
9060,move attribute                                    
9061,move method                                       
9062,extract method                                    
9063,move attribute                                    
9064,rename class                                      
9065,rename method                                     
9066,pull up method                                    
9067,move method                                       
9068,extract method                                    
9069,move class                                        
9070,extract method                                    
9071,rename class                                      
9072,rename method                                     
9073,move method                                       
9074,extract method                                    
9075,pull up method                                    
9076,extract method                                    
9077,pull up attribute                                 
9078,extract interface                                 
9079,rename class                                      
9080,pull up method                                    
9081,move method                                       
9082,extract method                                    
9083,pull up attribute                                 
9084,move attribute                                    
9085,rename method                                     
9086,move method                                       
9087,extract method                                    
9088,move attribute                                    
9089,extract method                                    
9090,extract interface                                 
9091,rename method                                     
9092,extract method                                    
9093,extract method                                    
9094,pull up method                                    
9095,extract interface                                 
9096,rename method                                     
9097,pull up method                                    
9098,extract method                                    
9099,extract interface                                 
9100,extract method                                    
9101,rename method                                     
9102,extract method                                    
9103,rename class                                      
9104,rename method                                     
9105,extract method                                    
9106,extract method                                    
9107,move method                                       
9108,rename class                                      
9109,move and rename class                             
9110,rename method                                     
9111,move method                                       
9112,extract method                                    
9113,inline method                                     
9114,move attribute                                    
9115,rename method                                     
9116,move and rename class                             
9117,move class                                        
9118,move method                                       
9119,move attribute                                    
9120,extract method                                    
9121,move attribute                                    
9122,extract method                                    
9123,rename method                                     
9124,extract method                                    
9125,inline method                                     
9126,move and rename class                             
9127,move method                                       
9128,rename class                                      
9129,pull up method                                    
9130,move method                                       
9131,pull up attribute                                 
9132,extract method                                    
9133,move attribute                                    
9134,rename method                                     
9135,extract method                                    
9136,rename method                                     
9137,push down method                                  
9138,extract method                                    
9139,push down attribute                               
9140,extract method                                    
9141,push down method                                  
9142,push down attribute                               
9143,extract interface                                 
9144,extract method                                    
9145,move method                                       
9146,rename class                                      
9147,rename method                                     
9148,move method                                       
9149,extract method                                    
9150,move attribute                                    
9151,extract method                                    
9152,move class                                        
9153,extract method                                    
9154,push down attribute                               
9155,extract method                                    
9156,extract interface                                 
9157,extract method                                    
9158,push down attribute                               
9159,rename method                                     
9160,move method                                       
9161,rename class                                      
9162,move class                                        
9163,move method                                       
9164,extract method                                    
9165,move attribute                                    
9166,extract method                                    
9167,move class                                        
9168,rename class                                      
9169,rename method                                     
9170,move class                                        
9171,extract interface                                 
9172,rename method                                     
9173,pull up method                                    
9174,extract method                                    
9175,move attribute                                    
9176,rename method                                     
9177,rename method                                     
9178,rename method                                     
9179,extract method                                    
9180,rename method                                     
9181,extract method                                    
9182,extract method                                    
9183,extract method                                    
9184,rename class                                      
9185,extract interface                                 
9186,rename method                                     
9187,move method                                       
9188,extract method                                    
9189,inline method                                     
9190,move attribute                                    
9191,rename class                                      
9192,extract interface                                 
9193,rename method                                     
9194,move method                                       
9195,extract method                                    
9196,inline method                                     
9197,move attribute                                    
9198,rename class                                      
9199,extract interface                                 
9200,rename method                                     
9201,move method                                       
9202,extract method                                    
9203,inline method                                     
9204,move attribute                                    
9205,rename method                                     
9206,rename class                                      
9207,move and rename class                             
9208,rename method                                     
9209,move method                                       
9210,extract method                                    
9211,rename method                                     
9212,extract method                                    
9213,move attribute                                    
9214,inline method                                     
9215,extract method                                    
9216,extract method                                    
9217,extract method                                    
9218,rename class                                      
9219,extract interface                                 
9220,move method                                       
9221,extract method                                    
9222,inline method                                     
9223,rename method                                     
9224,extract method                                    
9225,rename method                                     
9226,move method                                       
9227,extract method                                    
9228,inline method                                     
9229,rename method                                     
9230,extract method                                    
9231,extract method                                    
9232,extract method                                    
9233,rename method                                     
9234,extract method                                    
9235,rename method                                     
9236,extract method                                    
9237,rename method                                     
9238,extract method                                    
9239,extract superclass                                
9240,extract method                                    
9241,extract method                                    
9242,extract method                                    
9243,rename method                                     
9244,extract method                                    
9245,rename method                                     
9246,rename method                                     
9247,inline method                                     
9248,extract method                                    
9249,rename class                                      
9250,rename method                                     
9251,pull up method                                    
9252,extract method                                    
9253,pull up attribute                                 
9254,rename class                                      
9255,rename method                                     
9256,push down method                                  
9257,push down attribute                               
9258,rename class                                      
9259,rename method                                     
9260,pull up method                                    
9261,extract method                                    
9262,pull up attribute                                 
9263,rename method                                     
9264,extract method                                    
9265,rename method                                     
9266,extract method                                    
9267,extract method                                    
9268,rename class                                      
9269,rename method                                     
9270,extract method                                    
9271,inline method                                     
9272,rename method                                     
9273,extract method                                    
9274,rename method                                     
9275,move method                                       
9276,extract method                                    
9277,move attribute                                    
9278,extract method                                    
9279,extract method                                    
9280,move method                                       
9281,extract method                                    
9282,extract method                                    
9283,pull up method                                    
9284,rename method                                     
9285,extract method                                    
9286,inline method                                     
9287,extract method                                    
9288,move method                                       
9289,extract method                                    
9290,rename class                                      
9291,rename method                                     
9292,move method                                       
9293,extract method                                    
9294,rename method                                     
9295,extract method                                    
9296,rename class                                      
9297,rename method                                     
9298,extract method                                    
9299,extract method                                    
9300,rename method                                     
9301,inline method                                     
9302,rename method                                     
9303,rename method                                     
9304,move and rename class                             
9305,rename method                                     
9306,extract method                                    
9307,inline method                                     
9308,inline method                                     
9309,move method                                       
9310,extract method                                    
9311,rename class                                      
9312,move and rename class                             
9313,rename method                                     
9314,extract method                                    
9315,extract method                                    
9316,extract method                                    
9317,rename method                                     
9318,extract method                                    
9319,move method                                       
9320,move attribute                                    
9321,rename method                                     
9322,rename method                                     
9323,extract method                                    
9324,rename method                                     
9325,extract method                                    
9326,rename method                                     
9327,extract method                                    
9328,inline method                                     
9329,rename class                                      
9330,rename method                                     
9331,extract method                                    
9332,rename method                                     
9333,move method                                       
9334,extract method                                    
9335,move method                                       
9336,inline method                                     
9337,move method                                       
9338,extract method                                    
9339,extract method                                    
9340,extract method                                    
9341,extract method                                    
9342,extract method                                    
9343,rename method                                     
9344,pull up method                                    
9345,extract method                                    
9346,rename method                                     
9347,extract method                                    
9348,extract method                                    
9349,extract method                                    
9350,extract method                                    
9351,extract method                                    
9352,extract method                                    
9353,extract method                                    
9354,rename method                                     
9355,extract method                                    
9356,rename method                                     
9357,extract method                                    
9358,rename method                                     
9359,extract method                                    
9360,extract method                                    
9361,rename class                                      
9362,push down method                                  
9363,push down attribute                               
9364,rename method                                     
9365,rename method                                     
9366,move method                                       
9367,extract method                                    
9368,extract method                                    
9369,extract method                                    
9370,extract method                                    
9371,extract method                                    
9372,rename method                                     
9373,extract method                                    
9374,move method                                       
9375,move method                                       
9376,extract method                                    
9377,move class                                        
9378,extract method                                    
9379,pull up method                                    
9380,pull up attribute                                 
9381,rename method                                     
9382,pull up method                                    
9383,extract method                                    
9384,extract method                                    
9385,move method                                       
9386,extract method                                    
9387,extract method                                    
9388,extract method                                    
9389,extract method                                    
9390,extract method                                    
9391,rename method                                     
9392,rename method                                     
9393,rename method                                     
9394,inline method                                     
9395,rename method                                     
9396,rename method                                     
9397,rename method                                     
9398,inline method                                     
9399,rename method                                     
9400,move method                                       
9401,move method                                       
9402,extract method                                    
9403,inline method                                     
9404,move method                                       
9405,rename method                                     
9406,move class                                        
9407,extract method                                    
9408,move method                                       
9409,extract method                                    
9410,inline method                                     
9411,extract method                                    
9412,push down attribute                               
9413,extract method                                    
9414,extract method                                    
9415,move and rename class                             
9416,rename method                                     
9417,extract method                                    
9418,inline method                                     
9419,rename method                                     
9420,rename method                                     
9421,extract method                                    
9422,inline method                                     
9423,extract method                                    
9424,rename method                                     
9425,extract method                                    
9426,inline method                                     
9427,extract method                                    
9428,extract method                                    
9429,rename method                                     
9430,move method                                       
9431,move attribute                                    
9432,extract method                                    
9433,rename method                                     
9434,extract method                                    
9435,extract method                                    
9436,extract method                                    
9437,move class                                        
9438,move and rename class                             
9439,rename method                                     
9440,move method                                       
9441,extract method                                    
9442,move attribute                                    
9443,rename class                                      
9444,rename method                                     
9445,move method                                       
9446,extract method                                    
9447,rename method                                     
9448,extract method                                    
9449,rename method                                     
9450,extract method                                    
9451,rename method                                     
9452,extract method                                    
9453,rename class                                      
9454,rename method                                     
9455,extract method                                    
9456,rename method                                     
9457,inline method                                     
9458,move method                                       
9459,move attribute                                    
9460,rename class                                      
9461,rename method                                     
9462,move class                                        
9463,move method                                       
9464,move attribute                                    
9465,rename method                                     
9466,extract method                                    
9467,rename class                                      
9468,rename method                                     
9469,extract method                                    
9470,extract method                                    
9471,extract method                                    
9472,move class                                        
9473,move and rename class                             
9474,move class                                        
9475,extract method                                    
9476,rename method                                     
9477,extract method                                    
9478,extract method                                    
9479,rename class                                      
9480,rename method                                     
9481,extract method                                    
9482,inline method                                     
9483,extract superclass                                
9484,rename method                                     
9485,extract method                                    
9486,rename method                                     
9487,extract method                                    
9488,move class                                        
9489,extract method                                    
9490,rename method                                     
9491,move method                                       
9492,rename method                                     
9493,pull up method                                    
9494,pull up attribute                                 
9495,rename method                                     
9496,rename method                                     
9497,extract method                                    
9498,extract method                                    
9499,inline method                                     
9500,extract method                                    
9501,extract method                                    
9502,extract method                                    
9503,extract method                                    
9504,move attribute                                    
9505,push down method                                  
9506,extract method                                    
9507,rename method                                     
9508,move method                                       
9509,extract method                                    
9510,extract method                                    
9511,extract method                                    
9512,move method                                       
9513,extract method                                    
9514,move attribute                                    
9515,rename method                                     
9516,rename class                                      
9517,rename method                                     
9518,move method                                       
9519,extract method                                    
9520,move attribute                                    
9521,move method                                       
9522,move attribute                                    
9523,inline method                                     
9524,rename method                                     
9525,extract method                                    
9526,inline method                                     
9527,extract method                                    
9528,extract method                                    
9529,move method                                       
9530,move attribute                                    
9531,extract method                                    
9532,extract method                                    
9533,move and rename class                             
9534,rename method                                     
9535,extract method                                    
9536,rename method                                     
9537,extract method                                    
9538,extract method                                    
9539,extract method                                    
9540,rename method                                     
9541,rename method                                     
9542,move method                                       
9543,extract method                                    
9544,move class                                        
9545,rename class                                      
9546,extract method                                    
9547,extract superclass                                
9548,extract method                                    
9549,rename method                                     
9550,extract method                                    
9551,rename method                                     
9552,extract method                                    
9553,move method                                       
9554,move attribute                                    
9555,extract method                                    
9556,pull up attribute                                 
9557,extract method                                    
9558,rename method                                     
9559,rename method                                     
9560,extract method                                    
9561,move method                                       
9562,move class                                        
9563,move class                                        
9564,rename method                                     
9565,rename method                                     
9566,move class                                        
9567,move and rename class                             
9568,rename method                                     
9569,move method                                       
9570,extract method                                    
9571,inline method                                     
9572,move attribute                                    
9573,rename class                                      
9574,move method                                       
9575,move class                                        
9576,move and rename class                             
9577,move method                                       
9578,rename method                                     
9579,extract method                                    
9580,inline method                                     
9581,rename class                                      
9582,extract method                                    
9583,rename method                                     
9584,extract method                                    
9585,rename method                                     
9586,inline method                                     
9587,rename method                                     
9588,extract method                                    
9589,extract method                                    
9590,extract method                                    
9591,extract method                                    
9592,rename class                                      
9593,move and rename class                             
9594,rename method                                     
9595,move method                                       
9596,extract method                                    
9597,rename class                                      
9598,rename method                                     
9599,move method                                       
9600,move attribute                                    
9601,rename method                                     
9602,extract method                                    
9603,extract method                                    
9604,inline method                                     
9605,rename method                                     
9606,move method                                       
9607,extract method                                    
9608,inline method                                     
9609,move attribute                                    
9610,rename method                                     
9611,extract method                                    
9612,extract method                                    
9613,rename class                                      
9614,rename method                                     
9615,move method                                       
9616,extract method                                    
9617,inline method                                     
9618,rename method                                     
9619,extract method                                    
9620,rename method                                     
9621,rename method                                     
9622,extract method                                    
9623,rename class                                      
9624,rename method                                     
9625,rename method                                     
9626,rename method                                     
9627,pull up method                                    
9628,move method                                       
9629,extract method                                    
9630,pull up attribute                                 
9631,move attribute                                    
9632,rename class                                      
9633,move and rename class                             
9634,move method                                       
9635,extract method                                    
9636,move attribute                                    
9637,move class                                        
9638,move and rename class                             
9639,extract interface                                 
9640,move method                                       
9641,extract method                                    
9642,move attribute                                    
9643,rename method                                     
9644,move method                                       
9645,extract method                                    
9646,extract method                                    
9647,extract method                                    
9648,rename method                                     
9649,pull up method                                    
9650,move method                                       
9651,extract method                                    
9652,inline method                                     
9653,rename class                                      
9654,rename method                                     
9655,move method                                       
9656,extract method                                    
9657,inline method                                     
9658,rename method                                     
9659,extract method                                    
9660,extract method                                    
9661,rename method                                     
9662,move method                                       
9663,extract method                                    
9664,rename method                                     
9665,extract method                                    
9666,extract method                                    
9667,rename class                                      
9668,extract method                                    
9669,inline method                                     
9670,move attribute                                    
9671,rename method                                     
9672,extract method                                    
9673,move method                                       
9674,extract method                                    
9675,extract method                                    
9676,extract method                                    
9677,extract method                                    
9678,rename class                                      
9679,rename method                                     
9680,extract method                                    
9681,inline method                                     
9682,move attribute                                    
9683,move attribute                                    
9684,rename method                                     
9685,extract method                                    
9686,extract method                                    
9687,move method                                       
9688,extract method                                    
9689,move attribute                                    
9690,extract method                                    
9691,move attribute                                    
9692,rename method                                     
9693,extract method                                    
9694,move and rename class                             
9695,extract interface                                 
9696,extract method                                    
9697,rename method                                     
9698,extract method                                    
9699,move class                                        
9700,rename class                                      
9701,move method                                       
9702,extract method                                    
9703,move attribute                                    
9704,move method                                       
9705,inline method                                     
9706,move attribute                                    
9707,rename method                                     
9708,extract method                                    
9709,rename method                                     
9710,rename method                                     
9711,rename method                                     
9712,rename class                                      
9713,rename method                                     
9714,move method                                       
9715,extract method                                    
9716,inline method                                     
9717,push down attribute                               
9718,move attribute                                    
9719,rename method                                     
9720,pull up method                                    
9721,extract method                                    
9722,extract method                                    
9723,extract method                                    
9724,extract method                                    
9725,extract method                                    
9726,rename class                                      
9727,move method                                       
9728,extract method                                    
9729,move attribute                                    
9730,rename method                                     
9731,extract method                                    
9732,extract method                                    
9733,extract method                                    
9734,rename method                                     
9735,extract method                                    
9736,move method                                       
9737,move attribute                                    
9738,rename method                                     
9739,extract method                                    
9740,rename method                                     
9741,extract method                                    
